title	anidb	anilist	animenewsnetwork	animeplanet	anisearch	annict	imdb	kaize	kaize_id	kitsu	livechart	myanimelist	nautiljon	nautiljon_id	notify	otakotaku	shikimori	shoboi	silveryasha	simkl	themoviedb	trakt	trakt_type	trakt_season
3 Choume no Tama: Uchi no Tama Shirimasen ka?		2467				789				2241	8318	2467	san+choume+no+tama+uchi+no+tama+shirimasenka-+2	5250	YLuE5Kiig		2467							
3 Choume no Tama: Uchi no Tama Shirimasenka?		151765						3-choume-no-tama-uchi-no-tama-shirimasen-ka																
3 Intestine Road, Fish Island		179761		3-intestine-road-fish-island						49046														
3 O’Clock in the Afternoon, Snack Time				3-oclock-in-the-afternoon-snack-time																				
3 Seconds Later, He Turned Into a Beast			24901	3-seconds-later-he-turned-into-a-beast	16968																			
3-bu de Wakaru Koizumi Yakumo no Kaidan Episode 0: Koizumi Yakumo				3-bu-de-wakaru-koizumi-yakumo-no-kaidan-episode-0-koizumi-yakumo																				
3-byougo, Yajuu. Goukon de Sumi ni Ita Kare wa Nikushoku deshita		141136				9053					11089	50208	3-byougo,+yajuu.+goukon+de+sumi+ni+ita+kare+wa+nikushoku+deshita	11011			50208	6327	4394					
3-D Heaven	12729	169044		3-d-heaven	10496			3-d-heaven	4723	9105		24783			_b4-tKmmR		24783			651837				
3-gatsu no Lion	11606	21366	18166	march-comes-in-like-a-lion	10792	4773		3-gatsu-no-lion	588	11380	1835	31646	3-gatsu+no+lion+2	6720	9qLrpFmiR	554	31646	4295	2276	523962		104848	shows	1
3-gatsu no Lion 2nd Season	12994	98478	19356	march-comes-in-like-a-lion-2nd-season	12304	5206		3-gatsu-no-lion-2nd-season	589	13401	2592	35180			zSBnhFimg	889	35180	4712	2277	669743		104848	shows	2
3-gatsu no Lion meets Bump of Chicken	11395	21587		3-gatsu-no-lion-meets-bump-of-chicken	10981			3-gatsu-no-lion-meets-bump-of-chicken	4805	10063	4125	28789			RDzstFmmg		28789			523964				
3-gatsu no Lion Recap				march-comes-in-like-a-lion-recap	12159			3-gatsu-no-lion-recap	1410	13074		34647			d2MMhFiiR		34647							
3-gatsu no Lion: Ugoku! Nya Shogi		155014		march-comes-in-like-a-lion-ugoku-nya-shogi				3-gatsu-no-lion-ugoku-nya-shogi	4804	47785		38154					38154							
3-nen C-gumi 14-ban Kubozono Chiyoko no Nyuukaku		104543		siinamota-3-nen-c-gumi-14-ban-kubozono-chiyoko-no-nyuukaku	9872			3-nen-c-gumi-14-ban-kubozono-chiyoko-no-nyuukaku		9106		24181			nsV-pFmmg		24181							
3-nen D-gumi Glass no Kamen	12366	97589	18733	the-glass-mask-year-3-class-d	11730	4952		3-nen-d-gumi-glass-no-kamen		12567	2307	33975	3-nen+d-gumi+glass+no+kamen	5869	nOZi2Kmmg		33975	4340		612805		112507	shows	1
3-nen D-gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road	12948			the-glass-mask-year-3-class-d-movie	16852			3-nen-d-gumi-glass-no-kamen-tobidase-watashitachi-no-victory-road		13335	8000	35070			ZDc7hFimg		35070			667547				
3-nen Z-gumi Ginpachi-sensei	17919	162890	27520	3-nen-z-gumi-ginpachi-sensei	18283	10589		3-nen-z-gumi-ginpachi-sensei		47198	11876	54757	3-nen+z-gumi+ginpachi-sensei	11785	fWDaMifVR	2563	54757		5390	2124752				
3-nen Z-gumi Ginpachi-sensei Announcement Special				3-nen-z-gumi-ginpachi-sensei-tokuhou-eizou				3-nen-z-gumi-ginpachi-sensei-announcement-special		47947		54761					54761							
3-pun de Wakaru Koizumi Yakumo no Kaidan				3-bu-de-wakaru-koizumi-yakumo-no-kaidan				3-bu-de-wakaru-koizumi-yakumo-no-kaidan		41836		37666					37666							
3-pun de Wakaru! Kore made no Love Live!				3-pun-de-wakaru-kore-made-no-love-live	15002			3-pun-de-wakaru-kore-made-no-love-live	780	42989														
3-pun de Wakaru! Kore made no Love Live! Sunshine!!				3-pun-de-wakaru-kore-made-no-love-live-sunshine	15354			3-pun-de-wakaru-kore-made-no-love-live-sunshine	781	42980														
3-Second Strip				3-second-strip																				
3-tsu no Hanashi	5486	8774	3273	mittsu-no-hanashi	4514	12921		3-tsu-no-hanashi	7248	5490	7527	8774			FrkZtFmmR		8774			38226				
3-tsu no Kumo	7047	7809		trilogy-about-clouds	8585			3-tsu-no-kumo		5130	7298	7809			AWxkpFiig		7809			37745				
30-pun de Wakaru! Kore made no Love Live!				love-live-school-idol-project-2-recap	14986			30-pun-de-wakaru-kore-made-no-love-live	795	43032		30829			dBe_pFmig		30829							
30-pun de Wakaru! Kore made no Love Live! Sunshine!!				30-pun-de-wakaru-kore-made-no-love-live-sunshine	15353			30-pun-de-wakaru-kore-made-no-love-live-sunshine	796	42967		41188					41188							
30-pun de Wakaru! Love Live! Superstar!!				30-pun-de-wakaru-love-live-superstar				30-pun-de-wakaru-love-live-superstar	831			52010					52010							
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii	18114	167087		cherry-magic-thirty-years-of-virginity-can-make-you-a-wizard	18548	11020		30-sai-made-doutei-dato-mahoutsukai-ni-nareru-rashii	24729	47735	12263	55973	30-sai+made+doutei+dato+mahoutsukai+ni+nareru+rashii	12015	KW7slpCVg		55973	6922	4932	2209548		213141	shows	1
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii Movie	18821	176470		cherry-magic-thirty-years-of-virginity-can-make-you-a-wizard-special	19151	12859		30-sai-made-doutei-dato-mahoutsukai-ni-nareru-rashii-movie	24833	48666	12616	58549			VyMLW4xSg		58549		5422	2547956		1113114	movies	
30-sai no Hoken Taiiku	8106	9624	11962	30-sai-no-hoken-taiiku	6649	788				5812	1238	9624	30-sai+no+hoken+taiiku	1976	mF5MpFiiR		9624	2117		45002		62898	shows	1
30-sai no Hoken Taiiku Specials		12131		30-sai-no-hoken-taiiku-specials	8363					6670	6249	12131	30-sai+no+hoken+taiiku+specials	3704	7ZIHtKmiR		12131							
300 En no Otsukiai Anime Edition		87437			11734							33993					33993		5240					
30MS Around!			36229																					
30th Gundam Perfect Mission	9723	7113		30th-gundam-perfect-mission	4665			30th-gundam-perfect-mission	5130	4872	5840	7113	30th+gundam+perfect+mission	3705	7u0RtFimg		7113			39149				
32								32				53789					53789							
32 Beon Daewangingeo				32-beon-daewangingeo								59879					59879							
3341		178659		3341				3341				53771					53771							
360o feat. Chika										48335		57574					57574							
365-nichi no Ashita				365-nichi-no-ashita	18852					49858		61512					61512							
365-nichi no Love Song		145322		mayo-okamoto-365-nichi-no-love-song				365-nichi-no-love-song		43188		41744					41744							
38-39°C				38-39-degrees-c				38-39c		47090		52767					52767					114823	movies	
39 Music!		128951		mikito-p-39-music						43969		55375					55375							
3D Kanojo: Real Girl	13581	100526	20317	real-girl	13008	5707		3d-kanojo-real-girl	738	14276	2972	36793	3d+kanojo+-+real+girl	7440	2bID2FmmR	1050	36793	4871	2023	736821		127460	shows	1
3D Kanojo: Real Girl 2nd Season	14165	102882	21480	real-girl-2nd-season	13692	6131		3d-kanojo-real-girl-2nd-season	739	41973	3342	37956			7feVof-ig	1325	37956	5144	2024	925875		127460	shows	2
3D Onara Gorou ga Dance Dance Dance!!				3d-onara-gorou-ga-dance-dance-dance				3d-onara-gorou-ga-dance-dance-dance	7252	12466		33696			SR-khFiiR		33696							
3Piece The Animation		156017			17800							53425					53425		4642					
3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation		21144			10172							29809					29809							
3x3 Eyes	2	300	382	3x3-eyes	2747	2715		3x3-eyes	729	7749	5777	300			KGNtpKimR		300	1799	3114	38433		62217	shows	1
3x3 Eyes: Seima Densetsu	3	1225	792	3x3-eyes-seima-densetsu	3354	2716		3x3-eyes-seima-densetsu-1	6269	1102	6605	1225	3x3+eyes+seima+densetsu	2583	J2tbcFimR		1225	1824		40976		62217	shows	2
4 stories		116237		4-stories						44901														
4*Town: 1 True Love										46918														
4-Day Weekend	2758	3685		the-bluetones-4-day-weekend	675			4-day-weekend	4724	3194		3685			tmv_cKiig		3685			39071				
4-fun de Wakaru: Plunderer				4-fun-de-wakaru-plunderer				4-fun-de-wakaru-plunderer	741															
4-ju Aein		184290		4-week-lovers	18371							55725					55725							
4-nin wa Sorezore Uso wo Tsuku	17285	146962	25481	the-little-lies-we-all-tell	17255	9508		4-nin-wa-sorezore-uso-wo-tsuku	5131	46034	11171	51464	4-nin+wa+sorezore+uso+wo+tsuku	11096	x3j4ua8nR	2400	51464	6456	4100	1877778		194762	shows	1
4-shuunen Monst? Shiru ka yo!				4-shuunen-monst-shiru-ka-yo				4-shuunen-monst-shiru-ka-yo				36624					36624							
4.Eyes	11217	102502		4-eyes	10588			4eyes		10925	6978	30665			n_L_pKmig		30665			508802				
4.Eyes Re-Mix 2005								4eyes-re-mix-2005		47062		38869					38869							
40-shuunen da yo!! CoroCoro All-Star Shougakkou			23230	40-shuunen-da-yo-coro-coro-all-star-shougakkou	19598			40-shuunen-da-yo-corocoro-all-star-shougakkou-2		41932		35745			xhpZHVXmg		35745							
40meterP: Color of Drops				40meterp-color-of-drops						45498														
40meterP: Crouching Start				40meterp-crouching-start																				
40MeterP: Dan Dan Hayaku Naru				40meterp-dan-dan-hayaku-naru																				
40MeterP: Dare mo Shiranai Happy End				40meterp-dare-mo-shiranai-happy-end																				
40meterP: Do Re Mi Fa Rondo				40meterp-do-re-mi-fa-rondo						13338					xBcnhKimg									
40meterP: Going My Way				40meterp-going-my-way						13345					E-tn2Fiig									
40meterP: Hachigatsu no Kaze				40meterp-hachigatsu-no-kaze						13346					hstn2Kmmg									
40meterP: Heartbreak Headline				40meterp-heartbreak-headline						12062					Aq_6tKiiR									
40meterP: Heartbreak Monochrome				40meterp-heartbreak-monochrome						13347					MXp72Fimg									
40meterP: Junjou Skirt				40meterp-junjou-skirt						13348					TepnhKmmg									
40MeterP: Karakuri Pierrot				40meterp-karakuri-pierrot						45397														
40meterP: Kokoro＊Palette				40meterp-kokoro-palette						13349					7Wh72FimR									
40meterP: Kotoba no Uta				40meterp-kotoba-no-uta						13350					4Ih72FmmR									
40meterP: Laying Down in the Middle of Tokyo				40meterp-laying-down-in-the-middle-of-tokyo						13351					kFhnhKiiR									
40meterP: Rain and Asphalt				40meterp-rain-and-asphalt						13352					aohn2Kmmg									
40MeterP: Shaker				40meterp-shaker																				
40meterP: Shiryoku Kensa				40meterp-shiryoku-kensa						13353					x-hn2KmmR									
40meterP: Snow Fairy Story				40meterp-snow-fairy-story						13355					q_hnhFiiR									
40MeterP: Tsuisou Youka				40meterp-tsuisou-youka																				
40meterP: Warning!				40meterp-warning						47618														
44-hiki no Neko	12585	8646		44-hiki-no-neko	6297			44-hiki-no-neko	7256	5415		8646	44-hiki+no+neko	8450	UAUmpKmig		8646			640537				
47 Todoufuken		106507		47-todoufuken		11558		47-todoufuken		9797	7734	27589			XZCLtFimR		27589							
47 Todoufuken R	10411	108743	22686	47-todoufuken-r	9444			47-todoufuken-r		8953	7588	23149			pmLxpFmmg		23149			47310				
47 Todoufuken Specials				47-todoufuken-specials				47-todoufuken-specials		10366	7357	29835			LDd8pKiig		29835							
48x61	8251	10979		48x61	4353			48x61	2419	6430	7035	10979	48x61	3732	LYWIpFimg		10979			37043				
5 Dong 32 Hao				5-dong-32-hao				5-dong-32-hao				47549					47549							
5 Dong 32 Hao: Hesui Fan				5-dong-32-hao-hesui-fan				5-dong-32-hao-hesui-fan				47550					47550							
5-fun de Wakaru! How NOT to Summon a Demon Lord				5-fun-de-wakaru-how-not-to-summon-a-demon-lord																				
5-fun de Wakaru! Kingdom: Gou Juugun-hen				5-fun-de-wakaru-kingdom-gou-juugun-hen				5-fun-de-wakaru-kingdom-gasshougun-hen		45602														
5-fun de Wakaru! The Rising of the Shield Hero				5-fun-de-wakaru-the-rising-of-the-shield-hero				5-fun-de-wakaru-tate-no-yuusha-no-nariagari	184															
5-fun de Wakaru: My Hero Academia				5-fun-de-wakaru-my-hero-academia				7-fun-de-wakaru-boku-no-hero-academia											4252					
5-fun de Wakaru: Violet Evergarden				5-fun-de-wakaru-violet-evergarden	17792			5-fun-de-wakaru-violet-evergarden	742	45331					1G8lcKFnR									
5-nin no Yuusha to 5-tsu no Sengen				5-nin-no-yuusha-to-5-tsu-no-sengen																				
5-Oku-Nen Button			34173													2369								
5-Okunen Button		150909	25835	5-okunen-button	17466	9700		5-okunen-button	348	48530	11254	52162			0dD5kWRHR		52162	6403				196579	shows	1
5-Okunen Button (TV Special)		182434	33570	5-okunen-button-2024	19679	14018		5-okunen-button-tv-special	25192		12841	60029			CT5uQNIHR		60029							
5-ten no Watashi		148831		5-ten-no-watashi						47670														
5-toubun no Hanayome	14247	103572	21514	the-quintessential-quintuplets	13794	6205		5-toubun-no-hanayome-2	24455	41966	3448	38101			3sBy4_AiR	1261	38101	5145	1591	872381		140293	shows	1
5-toubun no Hanayome 5-shuunen Kinen PV				5-toubun-no-hanayome-5-shuunen-kinen-pv																				
5-toubun no Hanayome Movie	16165	131520		the-quintessential-quintuplets-movie	16091	8178	tt15721650	5-toubun-no-hanayome-movie	220	44229	10488	48548			e7lfM8QMg	1909	48548		3486	1577789	820067	653447	movies	
5-toubun no Hanayome ∬	14903	109261	22925	the-quintessential-quintuplets-2	14395	6660				42324	9428	39783			rH8uLenZR	1570	39783	5856	1721	1088631		140293	shows	2
5-toubun no Hanayome*	18603	177191	32701	the-quintessential-quintuplets-specials-2	19242	12912				48807	12646	58755			Gk-oD9uIR	2876	58755	7281	5434	2448488				
5-toubun no Hanayome∽	17968	163327	27738	the-quintessential-quintuplets-reversed-tilde	18327	10661		5-toubun-no-hanayome	215	47275	11921	54915			QUJounY4g	2603	54915	6799	4775	2132152	1153706			
5-tsu no Yubi no Niwa		169764		5-tsu-no-yubi-no-niwa				5-tsu-no-yubi-no-niwa		46437		51823					51823							
520				520								60486					60486							
53rd Golden Horse Awards Opening Animation				53rd-golden-horse-awards-opening-animation																				
6 Angels			896										6+angels	1215										
6 Lovers	13305	129046		6-lovers	12580	9752		6-lovers	3060	13666	8119	35746	6+lovers	7044			35746			742693				
6 Songs		139507		mattia-coletti-and-oh-shu-6-songs				6-songs		44695		49094					49094							
6-chan ga Nekoronde		185840										59293					59293							
6-sai no Ballad		178603										57393					57393							
663114	9109	13971		663114	7768	14104		663114	2377	7064	6530	13971	663114	9531	BXCDpFimR		13971			41322		112662	movies	
667-tsuu no Love Letter		162960								47298		54768					54768							
69 Pink Riders		5548			5029							5548					5548							
69 Pink Riders 2		5773			5038							5773					5773							
69: Itsuwari no Bishou		171016			18982							57860					57860							
6HP (Six Hearts Princess)	12682	21025	16749	6hp-six-hearts-princess	10178	5069		6hp-six-hearts-princess	533	10337	1373	29643			xMV8tFiig		29643		4432	645045				
6♥Princess	12684	102615		6-princess	9342			6princess	25	8723		20913	6♥princess	3733	ity1tFmiR		20913			733137				
7 Days Magic				7-days-magic				7-days-magic				52322					52322							
7 falls, 8 comebacks, 7 sports		127305		7-falls-8-comebacks-7-sports						45141														
7 Seeds	14507	105807	21601	7-seeds	13999	6363		7-seeds	4726	42064	8369	38735	7+seeds	8311	xwEiTxUig	1387	38735	5557	1286	975629		140359	shows	1
7 Seeds 2nd Season	15229	112686	22953	7-seeds-2nd-season	14703	7053		7-seeds-2nd-season	6267	42639	9652	40602	7+seeds+2nd+season	9081	QEVAXEQZg	1729	40602	5899	388	1193079		140359	shows	2
7-Eleven: Tokimeki wa, Sugusoba ni. Memorial Movie				7-eleven-tokimeki-wa-sugusoba-ni-memorial-movie																				
7-fun de Wakaru: My Hero Academia!				7-fun-de-wakaru-my-hero-academia	17892														4251					
7-gatsu												60530					60530							
7-jigen GIRL wa Nekoze		148629																						
7-kakan.		102444		phatmans-after-school-7-kakan				7-kakan		12157		32853			xsSg2FimR		32853							
7-nin no Santa Claus					16176																			
700 Gram no Gogo		178389																						
77Danui Bimil	9593	16812		77-danui-bimil	8449			77danui-bimil		7529	8124	16812			m075pKmmR		16812			37052				
7Fates: Chakho	19272	189581		7fates-chakho	20406	15817				49817		61361	7fates-+chakho	13370			61361			2747948				
7Fates: Chakho with BTS Official Trailer				7fates-chakho-with-bts-official-trailer						48680		56405					56405							
8-gatsu no Symphony: Shibuya 2002-2003	6621	6670	10908	symphony-in-august-shibuya-2002-2003	5452	3570	tt1492701	8-gatsu-no-symphony-shibuya-2002-2003		4655	7812	6670	8-gatsu+no+symphony+-+shibuya+2002-2003	3708	4sJ6cFiig		6670	2012		38658				
8-shaku 8-wa Kerakumeguri: Igyou Kaikitan The Animation		87457			11703							33865					33865							
81 Hao Nongchang: Baowei Mai Ji				hatched				81-hao-nongchang-baowei-mai-ji				49133					49133							
81 Hao Nongchang: Fengkuang de Mai Ji				81-hao-nongchang-fengkuang-de-mai-ji				81-hao-nongchang-fengkuang-de-mai-ji				44840					44840							
84 Taekwon V	10250	101179		84-taekwon-v	8536			84-taekwon-v		7460	7280	16564			XiuKpFiig		16564			45092				
86	15441	116589	23089	86-eighty-six	15075	7393		86	26	43066	9836	41457	86	9411	jr9QQBXWg	1748	41457	5973	1732	1298975		159362	shows	1
86 Part 2	16172	131586	24481	86-eighty-six-part-ii	16205	8665		86-part-2	27	44398	10492	48569	86+part+2	10190	nkJU2rQGR	1995	48569	6114	2992	1579155		159362	shows	2
86 Part 2 Recaps				86-eighty-six-part-ii-recaps	16844			86-part-2-recaps	638	45545		50475					50475		3417					
86 Special Edition: Senya ni Akaku Hinageshi no Saku				86-eighty-six-coquelicots-blooming-across-the-battlefield	16407			86-special-edition-senya-ni-akaku-hinageshi-no-saku	743	44788		49235			BnGJXSknR		49235		2987					
86: Eighty Six - Semete Ningen Taran to					19748																			
9		103759		groupinou-9				9	3517	13863		36089			WybI2Kmmg		36089							
9 Satra					13711																			
9-gatsu		139649			17894					49225		55468					55468							
90's Love (SQUAR Remix)												55169					55169							
91 Days	12014	21711	18169	91-days	11240	4793		91-days	1439	11957	2099	32998	91+days	5363	RjtepKmig	359	32998	4230	1640	570830		106723	shows	1
91 Days: Mijikai Rousoku				91-days-brief-candle	11697			91-days-mijikai-rousoku	5132	12515		33964			mz_z2FimR		33964							
91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita		98778		91-days-special	12480	5996		91-days-toki-no-asasesubete-no-kinouashita-mata-ashita	3551	13598	2658	34777			NThVhKmmR		34777							
91 Daze		104396		91-daze	14632			91-daze	5430	41661	5982	36756	91+daze	6624			36756							
919		179939		919						49879														
96Neko & Kurousa-P: Eternal World				96neko-and-kurousa-p-eternal-world																				
96Neko & Kurousa-P: Gegen no Tsuki				96neko-and-kurousa-p-gegen-no-tsuki																				
99 Illusion!				starlight-kuku-gumi-99-illusion				99-illusion				41318					41318							
"99-kai Danzai sareta Loop Reijou desu ga Konse wa ""Chouzetsu Aisare Mode"" desu tte!? Shin no Chikara ni Mezamete Hajimaru 100-kaime no Jinsei"										50067														
9: Ruler's Crown	18660	177761	32781	9-nine-rulers-crown	19310	13089		9-rulers-crown		48930	12683	58957			h8HysH8SR	2912	58957		5748	2478178		255354	shows	1
9th Week Milk Tea Coming					20555																			
?/Sankaku no Rhythm/Trump no Arasoi	12876	104568		question-rhythmic-triangles-fighting-cards	12291	14238		sankaku-no-rhythmtrump-no-arasoi	2376	14099		35405			T7bN2Fimg		35405			663303				
